StaffId,Name,JobTitle,GradeLevel,EmployeeType,FunctionalManager,Mobile,Country,Department,CostCenter,Email
930344435,Amit Aggarwal,Manager,6,Employee,Neha Verma,6828759489.0,Germany,Dept_0609,38280471,amit27.aggarwal@tech.com
279738803,Ankit Mehta,Analyst,8,Employee,Simran Aggarwal,,Germany,Dept_0253,58991569,ankit26.mehta@tech.com
203032434,Jatin Mehta,Vice President,4,Contractor,Sneha Bansal,8075118540.0,UK,Dept_0136,67788626,jatin25.mehta@tech.com
188417749,Priya Malhotra,Senior Analyst,7,Employee,Rahul Gupta,,Singapore,Dept_0202,63738475,priya20.malhotra@tech.com
651790232,Rahul Kapoor,Senior Analyst,7,Employee,Kunal Malhotra,,USA,Dept_0347,42763169,rahul41.kapoor@tech.com
443933202,Priya Mehta,Senior Analyst,7,Employee,Simran Aggarwal,,Germany,Dept_0782,58036014,priya23.mehta@tech.com
306708606,Amit Iyer,Assistant Vice President,5,Contractor,Arjun Gupta,,Germany,Dept_0826,85008117,amit28.iyer@tech.com
799573076,Neha Singh,Junior Associate,10,Employee,Simran Kapoor,6361151927.0,Germany,Dept_0830,90854179,neha28.singh@tech.com
418293546,Priya Kapoor,Senior Analyst,7,Contractor,Simran Bansal,9124648823.0,USA,Dept_0689,97805700,priya26.kapoor@tech.com
147085363,Jatin Singh,Senior Analyst,7,Contractor,Kunal Bansal,,Germany,Dept_0318,58934975,jatin28.singh@tech.com
622702576,Ayesha Verma,Junior Associate,10,Contractor,Jatin Singh,7000789114.0,India,Dept_0799,14203574,ayesha33.verma@tech.com
578413078,Simran Singh,Associate,9,Contractor,Rohit Gupta,,Singapore,Dept_0555,87921068,simran35.singh@tech.com
646250686,Vikram Aggarwal,Vice President,4,Employee,Pooja Sharma,9031223317.0,UK,Dept_0440,93872594,vikram28.aggarwal@tech.com
962017907,Neha Aggarwal,Associate,9,Employee,Vikram Gupta,,Canada,Dept_0515,98615387,neha25.aggarwal@tech.com
652235149,Sneha Kapoor,Junior Associate,10,Contractor,Rohit Mehta,,Singapore,Dept_0328,77954514,sneha24.kapoor@tech.com
502608133,Neha Iyer,Senior Analyst,7,Contractor,Priya Verma,,India,Dept_0033,45391912,neha35.iyer@tech.com
927311980,Sneha Malhotra,Analyst,8,Contractor,Pooja Mehta,,USA,Dept_0395,53982048,sneha22.malhotra@tech.com
982732880,Kunal Mehta,Junior Associate,10,Employee,Ankit Verma,,USA,Dept_0870,75839702,kunal27.mehta@tech.com
654982592,Pooja Malhotra,Junior Associate,10,Employee,Amit Iyer,,Germany,Dept_0901,64268870,pooja28.malhotra@tech.com
126527569,Vikram Singh,Vice President,4,Contractor,Pooja Sharma,8909356030.0,UK,Dept_0198,72437998,vikram23.singh@tech.com
403685324,Jatin Singh,Associate,9,Contractor,Simran Malhotra,9862040060.0,USA,Dept_0127,81083359,jatin29.singh@tech.com
877362892,Pooja Iyer,Manager,6,Employee,Jatin Gupta,,Singapore,Dept_0770,93517460,pooja32.iyer@tech.com
680075399,Priya Malhotra,Junior Associate,10,Contractor,Sneha Bansal,9220084583.0,India,Dept_0005,17933587,priya21.malhotra@tech.com
375512010,Jatin Kapoor,Associate,9,Contractor,Ankit Singh,,USA,Dept_0793,26513789,jatin25.kapoor@tech.com
514331133,Rohit Singh,Vice President,4,Contractor,Rohit Malhotra,9301674694.0,USA,Dept_0599,65180142,rohit24.singh@tech.com
221734439,Amit Malhotra,Analyst,8,Contractor,Ayesha Kapoor,6660861494.0,USA,Dept_0761,45886856,amit21.malhotra@tech.com
954920307,Pooja Bansal,Manager,6,Contractor,Sneha Malhotra,6493523572.0,Canada,Dept_0200,65169879,pooja25.bansal@tech.com
509495719,Ayesha Verma,Senior Analyst,7,Contractor,Rohit Sharma,9147197550.0,Germany,Dept_0923,71933679,ayesha34.verma@tech.com
444603491,Kunal Gupta,Junior Associate,10,Employee,Ankit Sharma,,Canada,Dept_0331,35167733,kunal32.gupta@tech.com
832883943,Ankit Bansal,Analyst,8,Contractor,Arjun Kapoor,8977279649.0,Singapore,Dept_0124,84926415,ankit30.bansal@tech.com
142817871,Kunal Iyer,Manager,6,Employee,Sneha Iyer,8042101886.0,USA,Dept_0718,12687119,kunal25.iyer@tech.com
361807423,Amit Verma,Manager,6,Employee,Amit Aggarwal,6200752694.0,India,Dept_0206,23368436,amit29.verma@tech.com
766935087,Rohit Kapoor,Senior Analyst,7,Contractor,Ankit Mehta,6634192522.0,India,Dept_0449,24830948,rohit29.kapoor@tech.com
758956535,Pooja Kapoor,Assistant Vice President,5,Contractor,Simran Singh,,Canada,Dept_0981,53727499,pooja22.kapoor@tech.com
789626099,Ayesha Singh,Vice President,4,Contractor,Neha Malhotra,,Canada,Dept_0302,38274202,ayesha28.singh@tech.com
358071565,Sneha Iyer,Analyst,8,Contractor,Rahul Mehta,,Singapore,Dept_0036,29305420,sneha33.iyer@tech.com
578531560,Priya Gupta,Associate,9,Contractor,Jatin Kapoor,,Germany,Dept_0069,52757382,priya15.gupta@tech.com
471522500,Rohit Singh,Analyst,8,Employee,Kunal Verma,7440804590.0,India,Dept_0846,47951371,rohit25.singh@tech.com
818267208,Vikram Mehta,Senior Analyst,7,Employee,Kunal Verma,,Singapore,Dept_0711,24428322,vikram25.mehta@tech.com
223181755,Jatin Mehta,Manager,6,Employee,Rohit Gupta,7020304484.0,India,Dept_0719,93729407,jatin26.mehta@tech.com
109452902,Neha Sharma,Junior Associate,10,Employee,Sneha Gupta,,Canada,Dept_0443,61523230,neha24.sharma@tech.com
797180693,Rohit Verma,Senior Analyst,7,Employee,Amit Mehta,,Canada,Dept_0651,33992756,rohit22.verma@tech.com
907597469,Arjun Sharma,Manager,6,Contractor,Amit Bansal,6950281485.0,USA,Dept_0719,32369333,arjun24.sharma@tech.com
984428681,Rahul Kapoor,Analyst,8,Contractor,Rohit Iyer,,USA,Dept_1000,79698443,rahul42.kapoor@tech.com
702728525,Sneha Gupta,Vice President,4,Employee,Simran Bansal,6960260257.0,Singapore,Dept_0878,84883048,sneha29.gupta@tech.com
609874021,Vikram Iyer,Junior Associate,10,Contractor,Arjun Iyer,7426996327.0,USA,Dept_0419,24792610,vikram27.iyer@tech.com
669618855,Jatin Kapoor,Manager,6,Contractor,Kunal Gupta,8858705102.0,Singapore,Dept_0009,58878084,jatin26.kapoor@tech.com
763873742,Jatin Malhotra,Assistant Vice President,5,Contractor,Ankit Iyer,9820303142.0,UK,Dept_0095,27006374,jatin24.malhotra@tech.com
908157894,Ankit Bansal,Junior Associate,10,Employee,Ayesha Mehta,7365643810.0,Germany,Dept_0155,63575423,ankit31.bansal@tech.com
334553833,Rohit Aggarwal,Assistant Vice President,5,Contractor,Rohit Mehta,,UK,Dept_0682,56417655,rohit29.aggarwal@tech.com
415223070,Rahul Kapoor,Vice President,4,Contractor,Sneha Sharma,,Singapore,Dept_0899,79924996,rahul43.kapoor@tech.com
487403718,Neha Sharma,Manager,6,Contractor,Vikram Bansal,,UK,Dept_0784,43712556,neha25.sharma@tech.com
455479984,Vikram Aggarwal,Junior Associate,10,Contractor,Jatin Singh,,India,Dept_0203,46083687,vikram29.aggarwal@tech.com
456357211,Rahul Iyer,Senior Analyst,7,Contractor,Amit Malhotra,6330476815.0,USA,Dept_0962,67919059,rahul32.iyer@tech.com
812249975,Neha Mehta,Junior Associate,10,Employee,Kunal Aggarwal,9637205215.0,Singapore,Dept_0041,78458821,neha26.mehta@tech.com
329086910,Rahul Singh,Vice President,4,Employee,Neha Kapoor,8503359700.0,India,Dept_0631,84943158,rahul32.singh@tech.com
337509631,Jatin Malhotra,Analyst,8,Employee,Sneha Singh,7921728414.0,Germany,Dept_0683,96957204,jatin25.malhotra@tech.com
475168561,Simran Mehta,Associate,9,Employee,Vikram Gupta,,India,Dept_0746,11906567,simran26.mehta@tech.com
198725784,Ankit Malhotra,Analyst,8,Contractor,Arjun Malhotra,,Germany,Dept_0124,45939576,ankit25.malhotra@tech.com
533165776,Neha Singh,Vice President,4,Contractor,Vikram Verma,,Canada,Dept_0740,16472606,neha29.singh@tech.com
676637967,Kunal Gupta,Manager,6,Contractor,Rahul Mehta,,Canada,Dept_0189,24181622,kunal33.gupta@tech.com
683127878,Rahul Sharma,Junior Associate,10,Contractor,Rohit Gupta,8441240719.0,Singapore,Dept_0023,28400814,rahul26.sharma@tech.com
546602768,Amit Singh,Associate,9,Contractor,Ayesha Aggarwal,9562503811.0,UK,Dept_0148,77876608,amit27.singh@tech.com
271122762,Kunal Verma,Vice President,4,Contractor,Jatin Singh,,India,Dept_0469,45900041,kunal19.verma@tech.com
642390322,Ayesha Malhotra,Analyst,8,Contractor,Ankit Aggarwal,,USA,Dept_0399,10603962,ayesha24.malhotra@tech.com
944238354,Amit Aggarwal,Junior Associate,10,Employee,Amit Verma,6339452540.0,Canada,Dept_0444,59585960,amit28.aggarwal@tech.com
173203925,Ankit Kapoor,Senior Analyst,7,Contractor,Priya Iyer,7678228905.0,Singapore,Dept_0872,78758497,ankit20.kapoor@tech.com
658996745,Neha Aggarwal,Associate,9,Contractor,Rohit Malhotra,,UK,Dept_0241,77284611,neha26.aggarwal@tech.com
297427943,Priya Sharma,Analyst,8,Contractor,Arjun Kapoor,,Germany,Dept_0395,29349898,priya20.sharma@tech.com
336182414,Ankit Gupta,Associate,9,Employee,Ayesha Mehta,,India,Dept_0484,29830506,ankit32.gupta@tech.com
664138658,Rohit Singh,Manager,6,Employee,Arjun Verma,,USA,Dept_0686,86304177,rohit26.singh@tech.com
441298507,Sneha Singh,Manager,6,Contractor,Pooja Kapoor,,Canada,Dept_0331,77645639,sneha30.singh@tech.com
859867290,Priya Aggarwal,Assistant Vice President,5,Contractor,Amit Bansal,7165204238.0,USA,Dept_0692,95774050,priya29.aggarwal@tech.com
941847352,Vikram Verma,Senior Analyst,7,Employee,Ayesha Singh,6065187511.0,Germany,Dept_0393,60048429,vikram39.verma@tech.com
178255153,Neha Mehta,Senior Analyst,7,Contractor,Vikram Malhotra,,Singapore,Dept_0447,31908706,neha27.mehta@tech.com
484491474,Rohit Malhotra,Assistant Vice President,5,Employee,Arjun Verma,,Singapore,Dept_0349,40963485,rohit34.malhotra@tech.com
690729993,Vikram Gupta,Manager,6,Contractor,Amit Kapoor,8726362453.0,Germany,Dept_0841,14391083,vikram26.gupta@tech.com
714907233,Vikram Aggarwal,Assistant Vice President,5,Contractor,Arjun Kapoor,,Canada,Dept_0997,13588414,vikram30.aggarwal@tech.com
948157453,Pooja Singh,Senior Analyst,7,Employee,Arjun Sharma,6573462080.0,Canada,Dept_0777,86690917,pooja35.singh@tech.com
626725060,Sneha Gupta,Manager,6,Employee,Arjun Mehta,,Canada,Dept_0289,43112646,sneha30.gupta@tech.com
423362525,Jatin Gupta,Analyst,8,Employee,Jatin Singh,,Germany,Dept_0442,98983634,jatin23.gupta@tech.com
810699207,Sneha Bansal,Associate,9,Contractor,Arjun Iyer,7812599770.0,Canada,Dept_0264,73175517,sneha21.bansal@tech.com
761004783,Arjun Mehta,Senior Analyst,7,Employee,Amit Iyer,,UK,Dept_0002,83994801,arjun25.mehta@tech.com
771482340,Priya Gupta,Assistant Vice President,5,Employee,Amit Gupta,,India,Dept_0658,83317398,priya16.gupta@tech.com
930712117,Kunal Kapoor,Senior Analyst,7,Employee,Amit Kapoor,6809125853.0,USA,Dept_0137,53553980,kunal26.kapoor@tech.com
154605613,Pooja Mehta,Assistant Vice President,5,Contractor,Amit Singh,6550394576.0,Singapore,Dept_0489,70533813,pooja20.mehta@tech.com
740895381,Sneha Kapoor,Junior Associate,10,Contractor,Arjun Kapoor,7915131449.0,India,Dept_0169,24314418,sneha25.kapoor@tech.com
446421355,Vikram Verma,Associate,9,Employee,Ayesha Bansal,6428670008.0,Germany,Dept_0317,67978831,vikram40.verma@tech.com
265037749,Kunal Iyer,Vice President,4,Employee,Rahul Mehta,8501542773.0,Canada,Dept_0785,81703174,kunal26.iyer@tech.com
142885885,Ayesha Malhotra,Senior Analyst,7,Employee,Priya Kapoor,,Canada,Dept_0815,99543733,ayesha25.malhotra@tech.com
266221352,Ankit Bansal,Manager,6,Contractor,Rahul Kapoor,8849225013.0,Singapore,Dept_0771,73727107,ankit32.bansal@tech.com
862023079,Pooja Gupta,Vice President,4,Contractor,Rahul Verma,,Canada,Dept_0655,17324324,pooja32.gupta@tech.com
600719456,Priya Iyer,Assistant Vice President,5,Contractor,Neha Verma,9060972699.0,Germany,Dept_0974,48897792,priya24.iyer@tech.com
454939091,Sneha Kapoor,Senior Analyst,7,Contractor,Ayesha Malhotra,6924488570.0,Canada,Dept_0942,20526520,sneha26.kapoor@tech.com
106061417,Ayesha Bansal,Junior Associate,10,Contractor,Vikram Kapoor,9351225600.0,Germany,Dept_0139,18676259,ayesha26.bansal@tech.com
373821508,Vikram Verma,Vice President,4,Employee,Simran Sharma,6986366577.0,Canada,Dept_0053,21728561,vikram41.verma@tech.com
727050254,Sneha Gupta,Analyst,8,Contractor,Priya Singh,8452199997.0,USA,Dept_0411,36400904,sneha31.gupta@tech.com
272796036,Ayesha Verma,Analyst,8,Contractor,Amit Verma,8916138262.0,Germany,Dept_0088,74248790,ayesha35.verma@tech.com
239657875,Simran Mehta,Analyst,8,Employee,Simran Aggarwal,,India,Dept_0808,14047775,simran27.mehta@tech.com
383725108,Priya Mehta,Vice President,4,Contractor,Arjun Kapoor,,Singapore,Dept_0187,52914348,priya24.mehta@tech.com
697643222,Sneha Verma,Vice President,4,Employee,Simran Bansal,,Germany,Dept_0717,63356715,sneha21.verma@tech.com
399694490,Arjun Aggarwal,Senior Analyst,7,Employee,Vikram Mehta,9063053229.0,Canada,Dept_0963,57383923,arjun25.aggarwal@tech.com
560106760,Amit Singh,Analyst,8,Employee,Simran Singh,8077779865.0,Canada,Dept_0709,89069644,amit28.singh@tech.com
143630672,Ankit Mehta,Senior Analyst,7,Employee,Vikram Mehta,,UK,Dept_0118,71288944,ankit27.mehta@tech.com
505013519,Sneha Mehta,Vice President,4,Employee,Rohit Bansal,,UK,Dept_0211,41543248,sneha26.mehta@tech.com
228155179,Rohit Kapoor,Manager,6,Contractor,Ayesha Verma,8919914430.0,Singapore,Dept_0455,38544873,rohit30.kapoor@tech.com
651738859,Rohit Verma,Manager,6,Contractor,Neha Aggarwal,,Canada,Dept_0072,11218037,rohit23.verma@tech.com
889285590,Pooja Sharma,Manager,6,Employee,Jatin Gupta,8019976281.0,India,Dept_0645,94255385,pooja30.sharma@tech.com
286611097,Jatin Iyer,Assistant Vice President,5,Employee,Sneha Malhotra,8067465218.0,Singapore,Dept_0403,65338281,jatin32.iyer@tech.com
300764570,Ayesha Singh,Analyst,8,Employee,Jatin Aggarwal,,Singapore,Dept_0123,32854365,ayesha29.singh@tech.com
179960473,Ankit Iyer,Manager,6,Employee,Neha Mehta,,USA,Dept_0158,56743315,ankit28.iyer@tech.com
832999366,Rohit Bansal,Junior Associate,10,Employee,Simran Iyer,9794935198.0,UK,Dept_0545,69792558,rohit31.bansal@tech.com
290509600,Sneha Gupta,Associate,9,Employee,Rahul Bansal,,Canada,Dept_0057,98742928,sneha32.gupta@tech.com
581911354,Vikram Gupta,Senior Analyst,7,Contractor,Simran Verma,9612657695.0,UK,Dept_0971,65727047,vikram27.gupta@tech.com
415870923,Amit Iyer,Associate,9,Contractor,Neha Bansal,,Canada,Dept_0415,99949951,amit29.iyer@tech.com
307766587,Simran Bansal,Assistant Vice President,5,Employee,Pooja Sharma,9696391505.0,UK,Dept_0404,50012072,simran31.bansal@tech.com
878371032,Pooja Aggarwal,Manager,6,Employee,Amit Bansal,8703884827.0,Singapore,Dept_0911,63807671,pooja29.aggarwal@tech.com
933381221,Jatin Iyer,Assistant Vice President,5,Contractor,Jatin Sharma,,India,Dept_0368,20364357,jatin33.iyer@tech.com
310957071,Jatin Kapoor,Senior Analyst,7,Employee,Pooja Aggarwal,9741324690.0,Germany,Dept_0111,22134078,jatin27.kapoor@tech.com
747881832,Simran Gupta,Assistant Vice President,5,Employee,Priya Sharma,8595672233.0,UK,Dept_0954,31487126,simran34.gupta@tech.com
892904680,Amit Bansal,Senior Analyst,7,Contractor,Simran Aggarwal,7892649299.0,Singapore,Dept_0714,18212671,amit30.bansal@tech.com
686923535,Priya Malhotra,Manager,6,Contractor,Rohit Kapoor,,Canada,Dept_0602,91222606,priya22.malhotra@tech.com
731773948,Simran Bansal,Senior Analyst,7,Contractor,Ankit Aggarwal,,Singapore,Dept_0010,16660686,simran32.bansal@tech.com
910790724,Pooja Gupta,Associate,9,Employee,Kunal Sharma,,Singapore,Dept_0522,86762936,pooja33.gupta@tech.com
494859017,Ayesha Singh,Assistant Vice President,5,Employee,Amit Sharma,,USA,Dept_0445,83151729,ayesha30.singh@tech.com
795389979,Priya Sharma,Junior Associate,10,Contractor,Amit Sharma,,Canada,Dept_0139,91541051,priya21.sharma@tech.com
861868630,Priya Mehta,Vice President,4,Employee,Sneha Kapoor,9102826724.0,Singapore,Dept_0771,21404943,priya25.mehta@tech.com
856589701,Arjun Verma,Senior Analyst,7,Employee,Rahul Malhotra,,Canada,Dept_0378,58523882,arjun23.verma@tech.com
780525215,Ankit Malhotra,Assistant Vice President,5,Employee,Arjun Iyer,9735016933.0,USA,Dept_0006,99509602,ankit26.malhotra@tech.com
342180853,Vikram Mehta,Assistant Vice President,5,Employee,Pooja Sharma,,Germany,Dept_0875,68898462,vikram26.mehta@tech.com
991187981,Rahul Verma,Analyst,8,Contractor,Rohit Kapoor,9448129860.0,UK,Dept_0497,31025029,rahul35.verma@tech.com
575736188,Arjun Singh,Senior Analyst,7,Contractor,Ankit Mehta,7771073294.0,Canada,Dept_0369,53078365,arjun31.singh@tech.com
938511718,Arjun Mehta,Vice President,4,Employee,Kunal Kapoor,,India,Dept_0564,57435606,arjun26.mehta@tech.com
766323040,Vikram Malhotra,Associate,9,Contractor,Pooja Mehta,7357604827.0,Canada,Dept_0318,57059402,vikram28.malhotra@tech.com
318063243,Kunal Verma,Junior Associate,10,Employee,Neha Malhotra,,India,Dept_0002,85431973,kunal20.verma@tech.com
369875484,Arjun Iyer,Associate,9,Contractor,Priya Bansal,9451932385.0,UK,Dept_0512,68417164,arjun33.iyer@tech.com
898509546,Neha Kapoor,Vice President,4,Contractor,Rohit Bansal,6832628504.0,Canada,Dept_0303,62165332,neha24.kapoor@tech.com
113921319,Neha Gupta,Junior Associate,10,Contractor,Priya Kapoor,9510012889.0,Singapore,Dept_0284,87051112,neha41.gupta@tech.com
157769665,Neha Kapoor,Senior Analyst,7,Employee,Rohit Verma,9406827097.0,USA,Dept_0515,25360324,neha25.kapoor@tech.com
692839277,Ankit Aggarwal,Analyst,8,Employee,Simran Bansal,8082729609.0,USA,Dept_0563,95740581,ankit33.aggarwal@tech.com
435709651,Priya Verma,Senior Analyst,7,Contractor,Simran Mehta,,Germany,Dept_0297,11164091,priya27.verma@tech.com
835672883,Priya Kapoor,Manager,6,Contractor,Ayesha Malhotra,6113475732.0,Canada,Dept_0578,67320019,priya27.kapoor@tech.com
946228305,Priya Verma,Assistant Vice President,5,Contractor,Ankit Bansal,7014655328.0,Singapore,Dept_0017,86791385,priya28.verma@tech.com
547284589,Pooja Sharma,Analyst,8,Contractor,Jatin Aggarwal,9227134593.0,Singapore,Dept_0738,41117825,pooja31.sharma@tech.com
516133637,Ankit Gupta,Senior Analyst,7,Contractor,Rahul Malhotra,8250445661.0,UK,Dept_0519,89939646,ankit33.gupta@tech.com
509721231,Ankit Verma,Associate,9,Employee,Ankit Malhotra,,Canada,Dept_0627,81836016,ankit27.verma@tech.com
150444260,Priya Bansal,Manager,6,Employee,Neha Singh,9946297476.0,USA,Dept_0865,85764162,priya27.bansal@tech.com
813494536,Ankit Kapoor,Manager,6,Contractor,Simran Malhotra,8047542931.0,UK,Dept_0243,68866317,ankit21.kapoor@tech.com
844034445,Rahul Mehta,Associate,9,Contractor,Ayesha Kapoor,8212824233.0,Singapore,Dept_0379,61470906,rahul33.mehta@tech.com
408849655,Simran Bansal,Junior Associate,10,Contractor,Ayesha Bansal,7426402121.0,Singapore,Dept_0607,99766649,simran33.bansal@tech.com
847462287,Amit Mehta,Analyst,8,Employee,Priya Aggarwal,,UK,Dept_0604,11650244,amit29.mehta@tech.com
957728325,Ankit Sharma,Manager,6,Employee,Pooja Gupta,7631160041.0,Germany,Dept_0374,48169169,ankit22.sharma@tech.com
955593612,Kunal Bansal,Vice President,4,Employee,Simran Bansal,7190775705.0,USA,Dept_0298,64861465,kunal37.bansal@tech.com
942143413,Rahul Mehta,Assistant Vice President,5,Employee,Simran Aggarwal,,Singapore,Dept_0345,41775439,rahul34.mehta@tech.com
648598641,Simran Gupta,Assistant Vice President,5,Contractor,Priya Aggarwal,,Germany,Dept_0406,30995749,simran35.gupta@tech.com
355116198,Kunal Sharma,Analyst,8,Employee,Vikram Malhotra,8256349372.0,Germany,Dept_0501,94450591,kunal31.sharma@tech.com
517563874,Vikram Malhotra,Manager,6,Contractor,Rohit Kapoor,6817527690.0,Singapore,Dept_0254,16362203,vikram29.malhotra@tech.com
702659666,Sneha Gupta,Analyst,8,Contractor,Rohit Verma,9631582337.0,Singapore,Dept_0028,86399278,sneha33.gupta@tech.com
794839215,Pooja Kapoor,Senior Analyst,7,Contractor,Priya Verma,,Canada,Dept_0659,49236726,pooja23.kapoor@tech.com
897159606,Arjun Aggarwal,Manager,6,Employee,Kunal Kapoor,8579563362.0,USA,Dept_0968,91845614,arjun26.aggarwal@tech.com
340848222,Arjun Sharma,Associate,9,Contractor,Kunal Iyer,,Canada,Dept_0187,29805861,arjun25.sharma@tech.com
703319400,Amit Kapoor,Senior Analyst,7,Contractor,Simran Bansal,7244033461.0,USA,Dept_0017,54636298,amit24.kapoor@tech.com
894024006,Arjun Sharma,Analyst,8,Contractor,Pooja Sharma,,India,Dept_0470,69334532,arjun26.sharma@tech.com
825340529,Pooja Malhotra,Manager,6,Employee,Simran Iyer,7193832468.0,Germany,Dept_0093,89230112,pooja29.malhotra@tech.com
761541819,Sneha Aggarwal,Junior Associate,10,Employee,Arjun Singh,8125339500.0,Canada,Dept_0323,36908178,sneha24.aggarwal@tech.com
210037068,Simran Aggarwal,Associate,9,Employee,Ayesha Mehta,9185380768.0,UK,Dept_0634,94108331,simran40.aggarwal@tech.com
585969649,Rohit Malhotra,Senior Analyst,7,Contractor,Priya Kapoor,6142751059.0,Canada,Dept_0715,13225980,rohit35.malhotra@tech.com
974053994,Simran Gupta,Manager,6,Contractor,Pooja Malhotra,8602792538.0,Singapore,Dept_0187,18700779,simran36.gupta@tech.com
485132332,Vikram Sharma,Junior Associate,10,Contractor,Priya Singh,,Germany,Dept_0461,13770658,vikram24.sharma@tech.com
134688715,Sneha Malhotra,Junior Associate,10,Employee,Rohit Singh,,India,Dept_0296,86974476,sneha23.malhotra@tech.com
681079105,Rahul Gupta,Assistant Vice President,5,Employee,Kunal Gupta,,India,Dept_0892,67190677,rahul20.gupta@tech.com
909165341,Pooja Aggarwal,Associate,9,Employee,Amit Singh,6143190458.0,Germany,Dept_0268,77358487,pooja30.aggarwal@tech.com
319044298,Simran Malhotra,Assistant Vice President,5,Contractor,Priya Singh,,USA,Dept_0549,62971145,simran36.malhotra@tech.com
416904770,Arjun Iyer,Senior Analyst,7,Contractor,Amit Malhotra,8039264819.0,UK,Dept_0957,56962250,arjun34.iyer@tech.com
942197348,Sneha Gupta,Analyst,8,Contractor,Simran Malhotra,,UK,Dept_0967,95738826,sneha34.gupta@tech.com
841520570,Sneha Mehta,Associate,9,Employee,Simran Verma,,USA,Dept_0337,81564006,sneha27.mehta@tech.com
166607238,Kunal Malhotra,Associate,9,Employee,Vikram Malhotra,8698023951.0,UK,Dept_0542,70069691,kunal27.malhotra@tech.com
257226287,Ankit Kapoor,Assistant Vice President,5,Contractor,Sneha Sharma,9368056411.0,Canada,Dept_0153,16236431,ankit22.kapoor@tech.com
369037833,Amit Singh,Analyst,8,Employee,Ayesha Malhotra,9405784221.0,India,Dept_0379,17954708,amit29.singh@tech.com
833784779,Kunal Singh,Junior Associate,10,Employee,Neha Gupta,7744045612.0,India,Dept_0536,25956147,kunal32.singh@tech.com
407751103,Arjun Sharma,Senior Analyst,7,Contractor,Pooja Iyer,8728214780.0,Canada,Dept_0392,68616351,arjun27.sharma@tech.com
272803057,Arjun Singh,Vice President,4,Contractor,Rahul Mehta,7891721102.0,India,Dept_0044,15560808,arjun32.singh@tech.com
943458769,Ankit Malhotra,Junior Associate,10,Employee,Amit Bansal,,USA,Dept_0642,74096708,ankit27.malhotra@tech.com
905505027,Ayesha Bansal,Vice President,4,Contractor,Neha Malhotra,7332165806.0,Germany,Dept_0248,54564789,ayesha27.bansal@tech.com
386665729,Ankit Malhotra,Senior Analyst,7,Employee,Ankit Iyer,9386626951.0,USA,Dept_0576,39196983,ankit28.malhotra@tech.com
314643586,Sneha Mehta,Senior Analyst,7,Contractor,Pooja Gupta,7558299879.0,Germany,Dept_0939,23056527,sneha28.mehta@tech.com
160778918,Vikram Gupta,Senior Analyst,7,Contractor,Rahul Iyer,6277547056.0,Canada,Dept_0684,34693078,vikram28.gupta@tech.com
819679947,Arjun Bansal,Manager,6,Contractor,Rahul Mehta,,Canada,Dept_0623,14726873,arjun24.bansal@tech.com
156978109,Kunal Aggarwal,Junior Associate,10,Contractor,Rohit Iyer,,UK,Dept_0719,83838156,kunal24.aggarwal@tech.com
256043375,Vikram Iyer,Junior Associate,10,Employee,Neha Iyer,9617087631.0,India,Dept_0309,11375138,vikram28.iyer@tech.com
508956386,Rohit Sharma,Associate,9,Employee,Jatin Verma,8425062705.0,USA,Dept_0076,76815785,rohit27.sharma@tech.com
127135757,Pooja Malhotra,Junior Associate,10,Contractor,Rahul Verma,,USA,Dept_0915,12391523,pooja30.malhotra@tech.com
214321799,Priya Iyer,Assistant Vice President,5,Employee,Jatin Gupta,,UK,Dept_0056,23575841,priya25.iyer@tech.com
661277051,Ankit Singh,Senior Analyst,7,Contractor,Ayesha Kapoor,6659125844.0,Singapore,Dept_0238,24992481,ankit30.singh@tech.com
113712236,Neha Iyer,Assistant Vice President,5,Employee,Rohit Verma,7895691750.0,Germany,Dept_0513,70723900,neha36.iyer@tech.com
967910655,Simran Mehta,Senior Analyst,7,Contractor,Pooja Sharma,9400670072.0,Singapore,Dept_0287,58836457,simran28.mehta@tech.com
553533911,Jatin Bansal,Vice President,4,Employee,Kunal Mehta,,Canada,Dept_0226,22019394,jatin29.bansal@tech.com
407012827,Simran Kapoor,Junior Associate,10,Contractor,Kunal Bansal,6158152964.0,USA,Dept_0392,21071085,simran23.kapoor@tech.com
673273772,Sneha Sharma,Manager,6,Contractor,Pooja Bansal,6158449380.0,UK,Dept_0785,24064515,sneha24.sharma@tech.com
903017927,Rohit Singh,Manager,6,Contractor,Ankit Sharma,,Germany,Dept_0925,65577874,rohit27.singh@tech.com
823963430,Priya Verma,Associate,9,Employee,Amit Aggarwal,,USA,Dept_0955,72130359,priya29.verma@tech.com
548263514,Priya Bansal,Analyst,8,Contractor,Rohit Iyer,,Germany,Dept_0194,83495074,priya28.bansal@tech.com
862489444,Sneha Gupta,Junior Associate,10,Contractor,Ankit Gupta,,UK,Dept_0921,33302782,sneha35.gupta@tech.com
816354624,Arjun Iyer,Junior Associate,10,Contractor,Amit Sharma,,UK,Dept_0448,45101901,arjun35.iyer@tech.com
712718094,Priya Aggarwal,Junior Associate,10,Contractor,Rohit Gupta,,USA,Dept_0361,35673399,priya30.aggarwal@tech.com
725783470,Ankit Verma,Manager,6,Contractor,Vikram Sharma,,USA,Dept_0837,67746152,ankit28.verma@tech.com
